Date,Anomaly
192505,0.0700
192506,0.2120
192507,0.1780
192508,-0.0460
192509,-0.2120
192510,-0.2920
192511,-0.3660
192512,-0.2400
192601,-0.0160
192602,0.1340
192603,0.1660
192604,0.3020
192605,0.2620
192606,0.1780
192607,0.1280
192608,0.2580
192609,0.2140
192610,0.2180
192611,0.2340
192612,0.1740
192701,0.0380
192702,0.0260
192703,0.1000
192704,0.2440
192705,0.2620
192706,0.2140
192707,0.1400
192708,0.1100
192709,0.0600
192710,0.1460
192711,0.1900
192712,0.2260
192801,0.1160
192802,0.0020
192803,-0.0340
192804,-0.0160
192805,-0.0600
192806,-0.0600
192807,-0.1320
192808,-0.1720
192809,-0.1620
192810,-0.1320
192811,-0.1060
192812,-0.0320
192901,0.0100
192902,0.0080
192903,-0.0320
192904,-0.0340
192905,-0.0300
192906,-0.1540
192907,-0.3060
192908,-0.2800
192909,-0.2100
192910,-0.2840
192911,-0.2540
192912,-0.1540
193001,-0.1700
193002,-0.2640
193003,-0.1660
193004,-0.1080
193005,-0.0760
193006,-0.0540
193007,-0.0340
193008,0.0160
193009,0.1000
193010,0.1020
193011,0.1320
193012,0.1900
193101,0.2180
193102,0.1740
193103,0.2440
193104,0.3080
193105,0.2480
193106,0.1740
193107,0.1200
193108,0.0640
193109,-0.0060
193110,-0.0040
193111,-0.0700
193112,-0.1100
193201,-0.1720
193202,-0.1900
193203,-0.2860
193204,-0.4140
193205,-0.5440
193206,-0.6760
193207,-0.8560
193208,-0.8320
193209,-0.6400
193210,-0.4960
193211,-0.3220
193212,-0.1320
193301,-0.0320
193302,-0.0380
193303,-0.0260
193304,0.0220
193305,0.1360
193306,0.1680
193307,0.1580
193308,0.3460
193309,0.4020
193310,0.3600
193311,0.2800
193312,0.2180
193401,0.0220
193402,-0.1060
193403,-0.0900
193404,0.1440
193405,0.4080
193406,0.6700
193407,0.8380
193408,0.8460
193409,0.6940
193410,0.5680
193411,0.3820
193412,0.1900
193501,0.0920
193502,0.0500
193503,-0.0040
193504,0.0280
193505,0.0700
193506,0.1040
193507,0.0840
193508,0.1360
193509,0.1840
193510,0.2340
193511,0.2660
193512,0.3120
193601,0.2200
193602,0.1040
193603,-0.0260
193604,-0.2300
193605,-0.3900
193606,-0.4900
193607,-0.5860
193608,-0.5180
193609,-0.3160
193610,-0.2060
193611,-0.0460
193612,0.0860
193701,0.1460
193702,0.2200
193703,0.3840
193704,0.6180
193705,0.6780
193706,0.6700
193707,0.6200
193708,0.6540
193709,0.5420
193710,0.5480
193711,0.5840
193712,0.5880
193801,0.5240
193802,0.4700
193803,0.4140
193804,0.3580
193805,0.2340
193806,0.1200
193807,0.0220
193808,0.0780
193809,0.0480
193810,0.0640
193811,0.0380
193812,-0.0540
193901,-0.2400
193902,-0.1940
193903,-0.0180
193904,0.2360
193905,0.4380
193906,0.5140
193907,0.1740
193908,-0.2640
193909,-0.6660
193910,-0.8580
193911,-0.8560
193912,-0.6060
194001,-0.5080
194002,-0.5680
194003,-0.5900
194004,-0.5880
194005,-0.5640
194006,-0.3660
194007,-0.1860
194008,-0.0160
194009,-0.0380
194010,-0.1280
194011,-0.1220
194012,0.0060
194101,0.0740
194102,0.3160
194103,0.6300
194104,0.8160
194105,0.8940
194106,0.8300
194107,0.6360
194108,0.5720
194109,0.5460
194110,0.4960
194111,0.2440
194112,0.3260
194201,0.4700
194202,0.4460
194203,0.3000
194204,0.5680
194205,0.5060
194206,0.1520
194207,-0.0020
194208,0.1900
194209,0.1800
194210,0.1120
194211,-0.0580
194212,-0.1400
194301,-0.2800
194302,-0.3260
194303,-0.2400
194304,0.1280
194305,0.3100
194306,0.3480
194307,0.1880
194308,-0.0420
194309,-0.1300
194310,-0.3300
194311,-0.4620
194312,0.0040
194401,0.5080
194402,0.7200
194403,0.8960
194404,1.1260
194405,0.9360
194406,0.6640
194407,0.5540
194408,0.7080
194409,0.9520
194410,1.1220
194411,1.3720
194412,1.4600
194501,1.4120
194502,1.1480
194503,1.0340
194504,0.8660
194505,0.6880
194506,0.5380
194507,0.5180
194508,0.2760
194509,0.2640
194510,0.2780
194511,0.1920
194512,0.0040
194601,0.0580
194602,-0.2860
194603,-0.3420
194604,-0.3420
194605,-0.3320
194606,-0.4400
194607,-0.3500
194608,-0.4480
194609,-0.4880
194610,-0.5120
194611,-0.4600
194612,-0.3460
194701,-0.3020
194702,-0.2440
194703,-0.0780
194704,0.0640
194705,0.2560
194706,0.4320
194707,0.4460
194708,0.4020
194709,0.3360
194710,0.1140
194711,-0.1300
194712,-0.2500
194801,-0.3560
194802,-0.4160
194803,-0.3880
194804,-0.2900
194805,-0.2380
194806,-0.2560
194807,-0.4240
194808,-0.4800
194809,-0.4920
194810,-0.5260
194811,-0.5160
194812,-0.4200
194901,-0.4140
194902,-0.3680
194903,-0.2560
194904,-0.1600
194905,-0.0360
194906,0.0580
194907,0.0020
194908,0.0820
194909,0.1580
